,cleaned_event,cleaned_venue,cleaned_place,cleaned_date
7490,GOVERNORS' DAY,COMMERCIAL,"OMAHA, NEBRASKA",1901-02-21
7491,DINNER,COMMERCIAL,"15 BROAD STREET, 1 BROADWAY, NEW YORK",1890-06-01
7492,17TH ANNUAL RECEPTION AND BANQUET,,"CAFE LOGELING, ",1901-01-18
7493,DINNER,SOC,"HOFJAGER, DESSAU,GERMANY",1894-02-22
7494,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE, FLA.",1891-08-31
7495,162ND ANNIVERSARY OF WASHINGTON'S BIRTHDAY,SOC POL,"DELMONICOS, NEW YORK, N.Y.",1906-02-28
7496,DINNER,COMMERCIAL,"ADIRONDACKS, NY",1890-04-05
7497,DINNER TO THE PENNSYLVANIA DELEGATION IN CONGRESS,POL,"WILLARD HOTEL,WASH.D.C.",1906-01-04
7498,DINNER,SOC,"BURLANDO'S PROVIDENCE, RI",1908-02-15
7499,DINNER TO THE ADVERTISING MEN OF WASHINGTON,PROF,"WILLARD HOTEL, WASHINGTON, DC",1905-09-03
7500,ANNUAL BANQUET,COMMERCIAL,"INFANTRY HALL, PROVIDENCE, RI",1908-02-01
7501,DINNER,COMMERCIAL,"LONG BEACH,L.I.,NY",1907-02-20
7502,DINNER IN HONOR OF SUPREME COURT JUSTICE CHARLES GRANT GARRISON,PROF,PHILADEPHIA BOURSE,1900-01-11
7503,BANQUET,PROF,"HOTEL SOMERSET, COMMONWEALTH AVENUE, BOSTON, MA",1897-03-27
7504,BILL OF FARE,COMMERCIAL,"NEW YORK, NY",1907-04-17
7505,DINNER,PROF,THE ARLINGTON,1897-01-14
7506,SIXTH ANNUAL DINNER,EDUC,"UNION LEAGUE CLUB, 39TH STREET AND FIFTH AVENUE",1899-06-15
7507,ANNUAL DINNER,GOVT,DELMONICO'S NY,1909-01-01
7508,BACHELOR PARTY DINNER,SOC,BROOKLYN GERMANIA,1899-07-18
7509,DINNER,COMMERCIAL,"PORTLAND,ME",1892-05-31
7510,3RD ANNUAL CONVENTION,PROF,"HOTEL VICTORY' PUT-IN-BAY, OHIO",1907-11-14
7511,"DINNER FOR M.W. WM. SHERER, GRAND MASTER OF MASONS OF NYS",SOC,DELMONICO'S NY,1900-01-25
7512,BANQUET TO CELEBRATE THE INAUGURATION OF THE DECADE OF THE AUTOMOBILE,GOV,"PARIS,FRANCE",1895-09-30
7513,TABLE D'HOTE DINNER,COMMERCIAL,"MILLS BLDG. 15 BROAD STREET NY, NY",1900-01-25
7514,DINNER,SOC,"HOTEL-ANGESTELLEN, INNERN-ENGE",1906-01-04
7515,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,1901-03-30
7516,DAILY MENU,COMMERCIAL,"CHICAGO, IL",1901-04-06
7517,LUNCHEON,COMMERCIAL,"TAMPA, FL",1901-03-25
7518,MITTAGESSEN - DINNER,COMMERCIAL,DAMPFER BARBAROSSA,1901-02-18
7519,DINNER,GOV,"COPENHAGEN,DENMARK",1896-05-05
7520,LUNCH,COMMERCIAL,"TAMPA,FLA.",1899-11-10
7521,DINNER,COMMERCIAL,"PHILADELPHIA, PA.",1907-02-08
7522,DINNER,COMMERCIAL,EN ROUTE STEAMER FURST BISMARCK,1908-01-11
7523,GRAND MASQUERADE BALL,SOC,"MADISON SQ. GARDEN, NEW YORK CITY",1900-01-18
7524,102ND REGULAR MEETING,PROF,AUDITORIUM ANNEX,1907-04-16
7525,DAILY MENU,COMMERCIAL,141 FOURTH AVE. NY,1901-03-27
7526,DINNER,COM,EN ROUTE ABOARD ABOVE ,1899-09-15
7527,DINNER,COMMERCIAL,"ROYAL BLUE LINE,WALDORF",1892-12-05
7528,BANQUET,PROF,"WARNER HALL,NEW HAVEN,CONN",1892-05-05
7529,COMMEMORATION OF THE 25TH ANNIVERSARY OF HIS INITIATION INTO FREEMASONARY,SOC,"NEWBURGH, NY",1906-01-27
7530,124TH ANNUAL MEETING (LUNCHEON),GOV'T,DELMONICO'S NY,1887-12-29
7531,MENU,GOV,"NEW WILLARD HOTEL, THE, WASHINGTON, DC",1905-11-03
7532,ANNUAL DINNER,PROF,"HOTEL BRUNSWICK, NEW YORK",1906-07-22
7533,IN HONOR OF CHIEF PETTY OFFICERS OF H.M.S. DRAKE,NAV,"ANNAPOLIS, MD",1892-11-26
7534,CARTE DU JOUR-DINER,COMMERCIAL,RITZ CARLTON RESTAURANT AN BORD DER AMERIKA,1906-07-25
7535,"DINNER TO HONORABLE WILLIAM POTTER, UNITED STATES MINISTER TO ITALY",SOC,UNION LEAGUE,1899-04-03
7536,MITTAG-ESSEN,COMMERCIAL,AN BORD DER AMERIKA,1907-02-22
7537,MENU,,,1901-03-27
7538,13TH ANNUAL BANQUET,PATR,"SOUTHERN HOTEL, ST. LOUIS, MO",1907-05-11
7539,DINNER,COMMERCIAL,SS AUGUSTE VICTORIA,1891-04-15
7540,DINER/DINNER,COMMERCIAL,ON BOARD LA TOURAINE,1885-03-20
7541,?,,"CHAMBERLIN'S, WASHINGTON,D.C.",1906-05-21
7542,FIRST ANNUAL DINNER,EDUC,CLARK'S ,1893-08-22
7543,FAREWELL DINNER TO JULIAN D. FAIRCHILD,PROF,"MONTAUK CLUB, BROOKLYN, NY",1901-01-01
7544,DINNER,COMMERCIAL,"WORLD'S FAIR GROUNDS, CHICAGO,IL",1901-02-04
7545,NEW YEARS DAY DINNER,COMMERCIAL,"MACKINAC ISLAND, MI",1907-05-04
7546,LUNCHEON,COMMERCIAL,"NASSAU,N.P.",1900-02-08
7547,DINNER IN HONOR OF THE SHIP'S COMPANY OF U.S.S. LOUISIANA,NAV,"HAMPTON ROADS, VA",1897-01-25
7548,DINNER,COMMERCIAL,ON BOARD MAIL-STEAMER GRAF WALDERSEE,1900-01-12
7549,DINNER,,NEW YORK,1899-06-01
7550,DINNER OR LUNCH,COMMERCIAL,,1890-06-24
7551,ANNUAL DINNER,PROF,UNIVERSITY CLUB NY,1901-03-17
7552,DINNER FOR CLASS OF 1863,ALUMNI,"PARKER HOUSE,BOSTON,MA",1899-12-07
7553,DINNER,COMMERCIAL,"MIAMI BISCAYNE BAY, FL",1901-04-01
7554,DINNER,COMMERCIAL,"OLD POINT COMFORT,VIRGINIA",1906-12-17
7555,MENU,COMMERCIAL,"61-63 EAST 59 STREET,NEW YORK,NY",1891-09-14
7556,NINTH ANNUAL DINNER,OTHER (INTERNATIONAL CULTURAL GROUP),"DELMONICO'S, NEW YORK, NY",1899-10-19
7557,DINNER AND BREAKFAST,COM.,EN ROUTE TO OLD POINT COMFORT BY SPECIAL TRAIN OF PULLMAN CARS,1895-10-17
7558,TWENTY- SEVENTH ANNUAL MEETING,COMMERCIAL,"SHERRY'S, NEW YORK, NY",1897-02-24
7559,"DEDICATION OF MILL OF FALL RIVER IRON WORKS CO. FALL RIVER, MA",COMMERCIAL,STEAMER PRISCILLA,1900-04-18
7560,FOURTH ANNUAL DINNER,EDUC,PROVIDENCE RI,1884-01-24
7561,LUNCH,COMMERCIAL,S.S. DORIC,1900-06-28
7562,DINNER,COMMERCIAL,WILLARD'S HOTEL WASH.DC,1901-03-07
7563,DINNER TO THE NON-COMMISSIONED OFFICERS IN RECOGNITION OF THEIR WORK JUNE 9TH-16TH 1900,MIL,"HOTEL MANHATTAN, MADISON AVE. & 42ND ST., NEW YORK, NY",1900-01-18
7564,DINNER,COM,"TAMPA,FLA.",1890-10-14
7565,A LA CARTE MENU,COMMERCIAL,5TH AVE. & 15 ST. NY,1899-01-01
7566,COMPL. DINNER TO ENGLISH VISITORS,,"THE RICHELIEU,CHICAGO,ILL.",1906-11-30
7567,BREAKFAST,COMMERCIAL,DINING CAR SERVICE,1897-03-08
7568,LUNCH,COMMERCIAL,"SAN FRANCISCO,CA",1907-06-01
7569,12TH ANNUAL BALL,PROF,"CENTRAL OPERA HOUSE,67TH ST. NY",1888-03-15
7570,DAILY MENU,COMMERCIAL,NEW YORK,1906-02-09
7571,ANNUAL DINNER,SOCIAL,HOTEL BRUNSWICK NY,1890-01-16
7572,LUNCHEON,COMMERCIAL,,1906-01-27
7573,22ND REGIMENT RECEPTION,PROF,"HOTEL MARLBOROUGH, NEW YORK, NY",1899-10-13
7574,EIGHTH ANNUAL DINNER IN HONOR OF STEWART L. WOODFORD,SOC,"WALDORF-ASTORIA, NEW YORK, NY",1901-03-05
7575,DINNER,PROF,"PORTLAND,THE, PORTLAND, OREGON",1907-01-19
7576,BREAKFAST,COMMERCIAL,"MIAMI BISCAYNE BAY, FL",1901-03-31
7577,57TH ANNUAL DINNER,SOC,"THE ASSEMBLY, 308 FULTON STREET, BROOKLYN, NY",1892-05-05
7578,DINNER,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,1899-11-17
7579,DINNER,COMMERCIAL,ST. DENIS HOTEL NY,1901-02-03
7580,DINNER,COMMERCIAL,STEAMSHIP KAISER WILHELM DER GROSSE,1906-12-04
7581,DINNER,COMMERCIAL,"NASSAU,BAHAMAS",1899-03-11
7582,ANNUAL DINNER,SOC,"CHARLESTON, SC",1900-01-12
7583,DAILY LUNCH,COMMERCIAL,KONIGIN LUISE,1894-04-27
7584,DINNER OR LUNCH,COMMERCIAL,"SEASIDE AVENUE, ROCKAWAY BEACH, NY",1900-02-07
7585,U.S.GRANT'S BIRTHDAY,SOC,THE WALDORF,1901-02-15
7586,DAILY MENU,COMMERCIAL,"284 GREENWICH STREET, NY",1908-02-01
7587,LUNCH,COMMERCIAL,EN ROUTE ABOARD SCHNELLDAMPFER AUGUSTE VICTORIA,1899-04-14
7588,DINNER,POL,"FIFTH AVENUE HOTEL, NEW YORK",1907-01-09
7589,BREAKFAST,COMMERCIAL,KAISER FRIEDRICH AT SEA,1906-11-20
7590,DINNER,MIL,"HOTEL GARDE, HARTFORD, CT",1901-04-07
7591,DINNER,GOVT,"HARMONIE HALL, NEW HAVEN, CT",1906-10-25
7592,EASTER DINNER,COMMERCIAL,"MONTREAL, CANADA",1906-06-14
7593,24TH ANNUAL BANQUET,PROF,"ATLANTA, GA.",1901-02-21
7594,69TH ANNIVERSARY,PATR,"FANEUIL HALL,BOSTON,MASS.",1901-02-26
7595,DINNER TENDERED TO CAPTAIN JOHN COOONEY,COMMERCIAL,"NAVARRE HOTEL, NEW YORK, NY",1892-08-31
7596,DINNER,COM,"TAMPA,FLA.",1908-02-18
7597,DINNER MENU,COMMERCIAL,"NARRAGANSETT PIER, RI",1889-05-23
7598,EIGHTH ANNUAL DINNER,SOC,"ARKWRIGHT CLUB, NEW YORK, NY",1901-02-14
7599,DINNER,(SOCIAL),HOTEL BRUNSWICK NY,1889-02-21
7600,DINNER,COMMERCIAL,"NASSAU, BAHAMAS",1899-12-20
7601,?,,,1899-03-13
7602,DINNER,SOC,"YOUNGS HOTEL, BOSTON, MA",1907-04-03
7603,DAILY LUNCH,COMMERCIAL,KONIGIN LUISE,1898-10-27
7604,13TH ANNUAL CONVENTION AND BANQUET,GREEK LETTER (FRATERNITY OR SORORITY),"THE RALEIGH, WASHINGTON, DC",1924-07-05
7605,DINNER,,NEW YORK,1892-12-28
7606,14TH ANNUAL DINNER,SOC,SOMERSET HOTELMASS,1899-11-09
7607,EIGHTH ANNUAL REUNION,EDUC,"HOTEL COCHRAN, WASHINGTON,D.C.",1855-10-05
7608,1899/11/09,PROF,THE WALDORF ASTORIA,1908-01-01
7609,TABLE D'HOTE,,"BUFFALO, NY",1899-11-09
7610,NATAL DAY GREETING,SOC,"HOTEL BELLEVUE-STRATFORD, PHILADELPHIA, PA",1901-03-07
7611,DINNER,COMMERCIAL,ENROUTE EXPRESS STEAMER AUGUSTE VICTORIA,1901-02-14
7612,SIXTEENTH ANNUAL BALL,SOC,"LEXINGTON AVENUE OPERA HOUSE, 58TH ST., NY",1900-02-01
7613,LUNCH,COMMERCIAL,EN ROUTE ABOARD SCHNELLDAMPFER AUGUSTE VICTORIA,1901-02-02
7614,BREAKFAST,COMMERCIAL,"NEW YORK, NY",1900-01-12
7615,LUNCH,COMMERCIAL,"TAMPA,FLA.",1907-01-05
7616,SUPPER,COMMERCIAL,NEW YORK,1898-01-18
7617,DINNER TO COMMODORE (ALFRED) MARSHALL,SOC,"LARCHMONT, NY ",1899-11-04
7618,DINNER,COMMERCIAL,ST.GEORGE HOTEL,1907-01-02
7619,DINNER,COMMERCIAL,ENROUTE SYEAMER AUGUSTE VICTORIA,1895-04-30
7620,"DAILY MENU, LUNCHEON",COMMERCIAL,NEW YORK CITY,1885-06-06
7621,BANQUET IN COMMEMORATON OF WASHINGTON'S INAUGURATION,PATR,"AUDITORIUM HOTEL ANNEX, , IL",1899-11-10
7622,COMMEMORATION OF THE PILGRIM'S STATUE UNVEILING,PATR.,UNION LEAGUE CLUB NY,1893-04-13
7623,DINNER,COMMERCIAL,EN ROUTE STEAMER AUGUSTE VICTORIA,1899-09-01
7624,DINNER TO CELEBRATE THOMAS JEFFERSON'S BIRTHDAY,OTHER (SINGLE TAX CLUB),"COLUMBIA RESTAURANT, NEW YORK, N.Y.",1908-01-01
7625,(DINNER),COMMERCIAL,"ROANOKE,VA",1896-12-28
7626,DINNER,COMMERCIAL,"HOBOKEN,NJ",1901-03-05
7627,RECEPTION,COMMERCIAL,"CLEVELAND, OH",1907-02-07
7628,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE, FL",1900-01-29
7629,ANNUAL BANQUET,PROF,"THE ARLINGTON, WASHINGTON,DC",1907-09-24
7630,DINNER,COMMERCIAL,SS AUGUSTE VICTORIA,1905-12-02
7631,LUNCHEON TO GENTLEMEN WHO ACCOMPANIED HIM ON THE FIRST TRAIN THROUGH THE BELMONT TUNNEL UNDER THE EAST RIVER ON OPENING DAY OF IRT,SOC,HOTEL BELMONT NEW YORK,1908-02-10
7632,EIGHTH ANNUAL DINNER,POLIT,"DELMONICO'S, FIFTH AVENUE AND FORTY FORTH STREET, NEW YORK",1901-04-16
7633,ANNUAL BANQUET,GOVT,"KNICKERBOCKER HOTEL, NEW YORK CITY",1906-01-28
7634,MITTAGESSEN - DINNER,COMMERCIAL,DAMPFER BARBAROSSA,1898-09-21
7635,DINNER,GOVT,"WINDSOR CASTLE, ENGLAND",1901-02-13
7636,"DINNER IN HONOR OF MEMBERS OF SUPREME COUNCIL 33, ANCIENT ACCEPTED SCOTTISH RITE & ACCOMPANYING LADIES",PAT,"STEAMER ISLAND QUEEN, VALLEY OF CINCINNATI, OH",1898-11-22
7637,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE, FL",1882-08-07
7638,DINNER,PATR,"WALDORF ASTORIA, NY",1897-11-15
7639,SECHSTEN ZUSAMMENKUNST,CULTURAL,"MAGDEBURG, GERMANY",1895-03-22
7640,FAREWELL TO OLD DELMONICO'S,RELIG,DELMONICO'S NY,1898-11-24
7641,DAILY MENU,COMMERCIAL,"BERLIN, GERMANY",1906-07-25
7642,THANKSGIVING DAY LUNCHEON,COMMERCIAL,"CINCINATI, OHIO",1889-11-25
7643,FRUHSTUCK-LUNCHEON,COMMERCIAL,AN BORD DER AMERIKA,1899-06-17
7644,(DINNER FOR HON. JOHN REILLY),,"CHARLES DUPPLER'S HOTEL,NEW YORK",1901-02-13
7645,DINNER,PROF,EN BOARD COBRA,1901-05-08
7646,DINNER,COMMERCIAL,SCHNELLDAMPFER VICTORIA LUISE,1900-02-09
7647,BANQUET IN HONOR OF THE THIRD ANNUAL CONVENTION OF ABOVE,COMMERCIAL,WALDORF-ASTORIA NEW YORK,1905-06-28
7648,4TH ANNUAL BANQUET,PROF,"CROCKER HOUSE, NEW LONDON,CONN.",1900-01-17
7649,BREAKFAST,COMMERCIAL,"238 EIGHTH AVENUE, BETWEEN 22ND AND 23RD STREETS, NEW YORK, NY",1907-01-07
7650,LUNCH,COMMERCIAL,"BROADWAY,NY",1900-01-22
7651,DINNER,SOC,"THE TEMPLE, NEW YORK",1900-02-07
7652,LUNCH,COMMERCIAL,PARK ROW BLDG. NY,1906-05-02
7653,BREAKFAST & SUPPER MENU,COMMERCIAL,"98 BARCLAY ST., NEW YORK, NY",1905-07-04
7654,BANQUET,PROF,"ALVARADO,ALBUQUERQUE,NEW MEXICO",1906-02-11
7655,LUNCHEON,COMMERCIAL,"BRIARCLIFFE MANOR, NY",1901-03-19
7656,LUNCHEON,COMMERCIAL,,1900-02-06
7657,"COMPLIMENTARY DINNER TO CURTIS GUILD, JR.",PROF,"NEW ALGONQUIN CLUB, BOSTON, MA",1900-02-09
7658,DINNER,COMMERCIAL,U.S.M.S. NEW YORK,1901-02-20
7659,DAILY MENU,COMMERCIAL,"57 BROAD STREET,NEW YORK,NY",1906-07-04
7660,BREAKFAST,COMMERCIAL,EN ROUTE,1898-02-09
7661,"DAILY MENU,LUNCHEON",COMMERCIAL,ABOARD R.M.S. ETRURIA,1905-06-22
7662,DINNER,COMMERCIAL,"CINCINNATI, OH",1901-03-09
7663,NOON DINNER,COMMERCIAL,"PUT-IN-BAY ISAND, LAKE ERIE, OH",1901-04-06
7664,DINNER,COM,"MIAMI BAY BISCAYNE,FLA.",1892-06-01
7665,FRUHSTUCK,COMMERCIAL,SCHNELLDAMPFER HOHENZOLLERN,1888-05-18
7666,DINNER,COMMERCIAL,"6 PARK PLACE, NYC",1898-06-29
7667,COMPLIMENTARY DINNER TO MR. JAMES F. GRAHAM,PROF,"MORELLO'S,NEW YORK, N.Y.",1907-06-20
7668,WEDDING DAY,OTHER (PRIVATE HOSTS),"WELLINGTON, THE, CHICAGO, IL",1897-02-09
7669,DAILY MENU,COMMERCIAL,"CHICAGO, IL",1881-05-04
7670,MENU,SOC,"DELMONICO'S, NEW YORK, NY",1901-02-02
7671,DINNER MENU,COMMERCIAL,"KOKOMO, IN.",1901-03-20
7672,LUNCHEON,COMMERCIAL,"NASSAU,BAHAMAS",1906-11-28
7673,DINNER,COMMERCIAL,"LAKEWOOD, NJ",1901-04-06
7674,25TH ANNIVERSARY BANQUET,SOC,"TONTINE HOTEL, NEW HAVEN, CT",1906-12-21
7675,LUNCH,COMMERCIAL,DAMPFER BARBAROSSA,1898-01-24
7676,BANQUET TO THE WESTERN ASSOCIAION OF SHOE WHOLESALERS,PROF,"HOTEL PFISTER, MILWAUKEE WI",1898-12-14
7677,"DINNER FOR MONSIEUR JULES CAMBON, AMBASSADEUR DE LA REPUBLIC FRANCAISE AUX ETATS-UNIS",GOVT,DELMONICO'S,1905-04-12
7678,DINNER,COMMERCIAL,SHERRY'S NY,1907-01-07
7679,DINNER IN HONOR OF ABOVE,,"HOTEL EDOUARD, PHILADELPHIA, PA",1906-02-23
7680,BREAKFAST,COMMERCIAL,NEW YORK,1907-08-24
7681,54TH ANNUAL REUNION,SOC,"VALLEY OF CINCINNATI, OH",1907-02-24
7682,DINNER TO QUEEN ALEXANDRE & PRINCESS VICTORIA OF RUSSIA,GOV,"PALAIS ROYAL - CHRISTIANIA,NORWAY",1901-03-08
7683,DINNER,SOC,"BREWSTER, NY",1862-04-13
7684,LUNCHEON,COM,"PALM BEACH,FLA.",1887-05-11
7685,DINNER MENU,,"CONTINENTAL HOTEL, PHILADELPHIA, PA.",1905-11-14
7686,FIRST ANNUAL DINNER,POL,DELMONICO'S NY,1901-03-28
7687,"INSPECTION TRIP, DINNER",COMMERCIAL,BIRMINGHAM,1880-06-29
7688,DINNER,COMMERCIAL,"TAMPA,FL",1905-07-08
7689,DINNER,,"NEWCASTLE, RI",1900-01-27
7690,BANQUET,PROF,"ROME,ITALY",1893-04-08
7691,LUNCH MENU,COMMERCIAL,SHNELLDAMPFER AUGUSTE VICTORIA,1901-03-13
7692,ANNUAL BANQUET,COM POL,"DELMONICO'S, NEW YORK, N.Y.",1901-02-01
7693,BREAKFAST,COMMERCIAL,"NASSAU, BAHAMAS",1907-02-18
7694,LUNCHEON,COMMERCIAL,"TAMPA,FLA.",1899-12-12
7695,TWENTY-FIRST ANNUAL DINNER,EDUC,"ARUNELLCLUB HALL, 2 W. EAGER ST. MARYLAND",1900-01-11
7696,DINNER,COMMERCIAL,SS FURST BISMARCK,1906-02-16
7697,LUNCHEON,COMMERCIAL,"NEW YOK, NY",1905-11-09
7698,BANQUET TENDERED TO THE VISITING BANKERS,COMMERCIAL,"ALBUQUERQUE, NM",1895-01-10
7699,BIRTHDAY DINNER,GOVT,"SANDRINGHAM, ENGLAND",1900-01-31
7700,BANQUET TENDERED TO NATIONAL LEAGUE OF COMMISSION MERCHANTS OF THE U.S.,COMMERCIAL,"METROPOLITAN HOTEL, NEW YORK, NY",1906-05-15
7701,DINNER,COMMERCIAL,SS GRAF WALDERSEE,1894-12-11
7702,DINNER,PROF,"THE NEW WILLARD, WASHINGTON, DC",1897-08-15
7703,"DINNER TO PERCY SANDERSON, H.B.M.C.G.",SOC,"DELMONICO'S, NEW YORK, NY",1899-11-16
7704,DINNER,SOC,"TAPLOW COURT, LONDON, ENGLAND",1901-01-13
7705,DINNER,COMMERCIAL,STEAMSHIP KAISER WILHELM DER GROSSE,1899-05-09
7706,LUNCHEON,COMMERCIAL,"MILWAUKEE, WI",1906-01-26
7707,CLOSING RECEPTION,PROF,THE ARGYLE ,1901-03-28
7708,"DINNER TO ROBERT TOWNSEND, ASSISTANT DISTRICT ATTORNEY, NEW YORK COUNTY",GOVT,"SAVOY, NEW YORK, NY",1905-05-04
7709,DINNER,COMMERCIAL,"MIAMI BISCAYNE BAY,FL",1900-02-12
7710,"137TH ANNUAL MEETING, LUNCHEON",GOVT,"DELMONICOS', NY",1906-07-23
7711,LUNCH,COMMERCIAL,SS WESTERNLAND,1897-02-09
7712,MITTAG-ESSEN,NAV,AN BORD DER AMERIKA,1907-06-25
7713,MENU,PROF,"HOTEL MANHATTAN, NEW YORK, NY",1881-01-01
7714,TABLE D'HOTE DINNER,COMMERCIAL,"CHICAGO, IL",1899-02-22
7715,BREAKFAST,,SANFORD FL,1900-02-05
7716,DINNER,SOC,"HOTEL SAVOY,NY",1895-01-01
7717,BREAKFAST,COMMERCIAL,U.S.M.S. NEW YORK,1901-03-25
7718,BREAKFAST,COMMERCIAL,"PARK ROW, NYC",1899-03-30
7719,LUNCHEON,COM,"6TH AVE.,I8&19 ST.,NY",1901-04-16
7720,DINNER TO HONOURABLE JOHN B.McPHERSON,PROF,HARRISBURG CLUB,1900-02-02
7721,FRUHSTUCK,COMMERCIAL,SCHNELLDAMPFER HOHENZOLLERN,1891-05-06
7722,BILL OF FARE,COMMERCIAL,NY CITY,1891-12-03
7723,TESTIMONIAL DINNER,COM,MERCHANTS' CLUB,1895-08-15
7724,EIGHTH ANNUAL BANQUET,"SOC, MIL",FORT ORANGE CLUB,1901-03-14
7725,MENU,SOC,"THE GRAND HOTEL, BRIGHTON, ENGLAND",1906-07-26
7726,DINNER,COMMERCIAL,"ST. AUGUSTINE, FL",1901-02-22
7727,FRUHSTUCK-LUNCHEON,COMMERCIAL,AN BORD DER AMERIKA,1905-09-26
7728,GEORGE WASHINGTON'S BIRTHDAY,SOC,"SQUANTUM, RI",1905-04-23
7729,"DAILY MENU, LUNCHEON",COMMERCIAL,"BOSTON, MA",1906-01-13
7730,EASTER DINNER,COMMERCIAL,"FORTRESS MONROE, VA",1901-04-03
7731,FOURTH ANNUAL BANQUET,PROF,"GRAND PACIFIC HOTEL, CHICAGO, IL",1906-02-07
7732,ANNUAL BANQUET,EDUC,"WALDORF-ASTORIA,THE,NEW YORK,NY",1901-02-21
7733,COMPLETE MENU,COMMERCIAL,NYC,1906-10-12
7734,DINNER,COMMERCIAL,"TAMPA, FL",1907-05-16
7735,"QUICK LUNCHEON, AFTERNOON TEA",COMMERCIAL,"SIXTH AVENUE, NEW YORK",1897-03-26
7736,DINER/DINNER,COMMERCIAL,ON BOARD LA PROVENCE,1907-10-18
7737,BANQUET AND RECEPTION,POL,"ARENA,NEW YORK,NY",1905-07-13
7738,DINNER,SOC,"WALDROF-ASTOIA, NEW YORK",1901-04-14
7739,DINNER,COMMERCIAL,EN ROUTE,1893-04-19
7740,LUNCH,COMMERCIAL,SS BARBAROSSA,1884-04-29
7741,CELEBRATION OF THE SIXTY-NINTH ANNIVERSARY OF THE FORMATION OF THE REGIMENT AND THE THIRTY -SECOND ANNIVERSARY OF ITS DEPARTURE FOR WASHINGTON AT THE OUTBREAK OF THE WAR,MIL,"DELMONICO'S, NEW YORK,N.Y.",1908-02-02
7742,BREAKFAST ?,"OTHER,PRIVATE INDIVIDUAL",DELMONICO NY,1901-03-02
7743,DINNER IN HONOR OF ABOVE,SOC,"ALBERGO MODERNO, ROME, ITALY",1907-04-08
7744,DINNER,COMMERCIAL,"ST. AUGUSTINE, FL",1907-07-04
7745,DINNER PARTY,OTHER (PRIVATE HOSTESS),"GARCIA'S PLACE, THE GRAND ORIENT, YBOR CITY, FL",1897-04-27
7746,INDEPENDENCE DAY DINNER,COMMERCIAL,"BAD-NAUHEIM, GERMANY",1893-02-25
7747,LUNCH,PATR,HOTEL CLAREMONT,1901-03-06
7748,DINNER FOR BOND COMMITTEE AND OFFICERS OF THE COLONIAL CLUB,SOC,COLONIAL CLUB,1900-01-10
7749,DINNER,COMMERCIAL,"MIAMI BISCAYNE BAY, FL",1901-03-15
7750,DINNER,COMMERCIAL,ENROUTE,1901-02-22
7751,LUNCHEON,COMMERCIAL,"PALM BEACH, FL",1898-12-19
7752,15TH ANNUAL DINNER,SOC,"SAVOY HOTEL, NEW YORK, NY",1891-01-01
7753,DINNER,GOVT,"SHOREHAM, THE, WASHINGINTON, D.C.",1900-01-27
7754,SECOND ANNUAL DINNER,COM,"CHICAGO, ILL",1901-01-01
7755,MENU,COMMERCIAL,"57 BROAD STREET, NEW YORK, NY",1907-01-16
7756,NEW YEARS DAY DINNER,COMMERCIAL,"ALTOONA, PA",1882-01-05
7757,DAILY MENU?,COMMERCIAL,"CORBRIDGE, ENGLAND",1899-05-23
7758,DINNER,,"JACKSONVILLE, FL",1899-12-25
7759,LUNCHEON TO HOTEL MEN'S MUTUAL BENEFIT ASSOCIATION,PROF,CHICAGO BEACH HOTEL,1907-05-18
7760,BANCHETTO,,"HOTEL COLOMBO,NY",1905-06-11
7761,BANQUET TO REPRESENTATIVES OF THE PRESS OF NEW YORK CITY,COMMERCIAL,"FRAUNCES'TAVERN, NEW YORK",1901-03-08
7762,"DAILY MENU, DINNER",COMMERCIAL,"108-110 WEST 38TH STREET, NEW YORK, NY",1862-04-09
7763,"COMPLIMENTARY BANQUET TO HON. ROBERT C. MORRIS,PRES.",POL,SAVOY HOTEL.NY,1900-01-31
7764,DAILY DINNER MENU,,"BOSTON,MA.",1900-01-29
7765,(CARTE DU JOUR),COMMERCIAL,,1891-02-23
7766,LUNCHEON,COMMERCIAL,NY,1896-02-11
7767,159TH ANNIVERSARY OF WASHINGTON'S BIRTH,POL,"PLAZA HOTEL, NY",1892-05-19
7768,"DINNER,4TH ANNUAL",MIL,"DELMONICO'S,NEW YORK, N.Y.",1906-10-20
7769,THIRD ANNUAL BANQUET,PROF,"MERCANTILE CLUB, ST.LOUIS MO",1899-03-17
7770,DINNER,SOC,"CECIL HOTEL,STRAND,W.C.",1907-01-02
7771,LUNCH,COMMERCIAL,KONIGIN LUISE,1899-11-14
7772,"DAILY MENU, DINNER",COMMERCIAL,NEW YORK CITY,1906-05-25
7773,BANQUET IN HONOR OF GRAND LODGE OFFICERS,COMMERCIAL,"NATIONAL RIFLES ARMORY,WASHINGTON,D.C.",1892-05-08
7774,FESTIVAL REUNION,SOC,"MASONIC HALL, NEW YORK, NY",1906-02-12
7775,DINNER,COMMERCIAL,NEW YORK CITY,1907-01-09
7776,LUNCHEON,SOC,"MADISON SQUARE GARDER, NEW YORK",1898-02-22
7777,SUPPER,COMMERCIAL,"MADISON SQUARE, NEW YORK",1906-08-30
